Offer_ID,Offer_Send_Date,Offer_Start_Date,Offer_End_Date,Offer_Title,SubCategory2,Segment,Offer_Type,Duration_Type,Offer_Status,Offer_Open_Date,Offer_Activation_Date,Offer_Redeem_Date,Reward_Value_USD,Offer_Period_Visited,Incremental_Revenue,Opened,Activated,Redeemed,Achievement_Rate,Region,Time_to_Respond,Redeem_DayOfWeek,Loyalty_Tier,Customer_Journey,Offer_Month,Customer_ID
OFF04074,2024-01-05,2024-01-06,2024-01-20,Flat $1 off Printer Services,Sweet Snacks,Lapsed,BOGO,Weekly,Redeemed,2024-01-07,2024-01-08,2024-01-09,4.54,1,0.0,1,0,0,0,Central,3.0,Tuesday,Platinum,In Life,2024-01,CUST04075
OFF04075,2024-05-07,2024-05-08,2024-05-22,Buy Hot Coffee and Get 50 Points,Car Care,Lapsed,BOGO,Weekly,Redeemed,2024-05-09,2024-05-10,2024-05-11,3.66,1,7.116226090537927,1,1,1,1,Central,3.0,Saturday,Silver,Elapsed,2024-05,CUST04076
OFF04076,2024-03-28,2024-03-29,2024-04-12,20% off Carbonated Drinks,Sweet Snacks,Loyalist,Cashback,Weekly,Expired,2024-03-30,,,2.15,1,0.0,1,1,0,0,Central,,,Brown,Elapsed,2024-03,CUST04077
OFF04077,2024-04-24,2024-04-25,2024-05-25,Free Tyre Check with Car Care Service,Energy Drinks,Lapsed,BOGO,Weekly,Expired,2024-04-25,2024-04-26,,1.17,1,0.0,1,1,0,0,West,,,Gold,Elapsed,2024-04,CUST04078
OFF04078,2024-04-11,2024-04-12,2024-04-19,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Loyalist,Cashback,Monthly,Expired,2024-04-13,,,4.04,1,9.861606738604074,1,1,1,1,Central,,,Brown,Elapsed,2024-04,CUST04079
OFF04079,2024-01-17,2024-01-18,2024-02-17,20% off Carbonated Drinks,Energy Drinks,Lapsed,BOGO,Weekly,Expired,,,,2.02,0,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-01,CUST04080
OFF04080,2024-01-31,2024-02-01,2024-02-08,20% off Carbonated Drinks,Energy Drinks,New,Discount,Fortnightly,Expired,,,,2.12,1,0.0,1,0,0,0,Central,,,Platinum,Elapsed,2024-01,CUST04081
OFF04081,2024-04-01,2024-04-02,2024-04-16,Free Print Credit on Recharge,Soft Drinks,Loyalist,Cashback,Fortnightly,Redeemed,2024-04-03,2024-04-04,2024-04-06,2.8,0,0.0,0,0,0,0,West,4.0,Saturday,Platinum,Elapsed,2024-04,CUST04082
OFF04082,2024-06-09,2024-06-10,2024-06-24,Flat $1 off Printer Services,Frozen Foods,Loyalist,BOGO,Fortnightly,Expired,2024-06-10,2024-06-11,,4.0,1,0.0,0,0,0,0,South,,,Brown,Elapsed,2024-06,CUST04083
OFF04083,2024-04-13,2024-04-14,2024-04-28,Flat $1 off Printer Services,Hot Coffee,Lapsed,Discount,Weekly,Redeemed,2024-04-14,2024-04-15,2024-04-16,4.7,0,0.0,1,0,0,0,West,2.0,Tuesday,Brown,Elapsed,2024-04,CUST04084
OFF04084,2024-04-02,2024-04-03,2024-04-10,Free Tyre Check with Car Care Service,Soft Drinks,Loyalist,Cashback,Weekly,Expired,2024-04-04,2024-04-05,,1.87,0,0.0,1,1,0,0,West,,,Silver,Elapsed,2024-04,CUST04085
OFF04085,2024-05-11,2024-05-12,2024-05-19,Free Print Credit on Recharge,Car Care,New,Cashback,Weekly,Redeemed,2024-05-13,2024-05-14,2024-05-16,4.53,0,0.0,1,0,0,0,West,4.0,Thursday,Brown,Early Life,2024-05,CUST04086
OFF04086,2024-03-22,2024-03-23,2024-04-22,Buy 2 Get 1 Free on Sodas,Hot Coffee,New,BOGO,Weekly,Expired,2024-03-23,,,3.42,0,0.0,0,0,0,0,North,,,Brown,Elapsed,2024-03,CUST04087
OFF04087,2024-02-24,2024-02-25,2024-03-26,Flat $1 off Printer Services,Car Care,Loyalist,BOGO,Weekly,Redeemed,2024-02-25,2024-02-26,2024-02-28,4.42,1,7.479406809915613,1,1,1,1,North,3.0,Wednesday,Silver,Elapsed,2024-02,CUST04088
OFF04088,2024-05-31,2024-06-01,2024-07-01,Flat $1 Off Hot Coffee,Salty Snacks,Loyalist,Discount,Fortnightly,Activated,2024-06-02,2024-06-03,,4.39,1,0.0,1,1,0,0,East,,,Brown,Elapsed,2024-05,CUST04089
OFF04089,2024-06-08,2024-06-09,2024-06-23,Free Print Credit on Recharge,Frozen Foods,Lapsed,BOGO,Weekly,Expired,2024-06-09,,,2.57,1,3.9793580159262327,1,1,1,1,Central,,,Platinum,Early Life,2024-06,CUST04090
OFF04090,2024-03-13,2024-03-14,2024-04-13,Get $2 Cashback on Car Care,Grocery,Lapsed,BOGO,Weekly,Redeemed,2024-03-15,2024-03-16,2024-03-17,3.71,1,0.0,0,0,0,0,Central,3.0,Sunday,Silver,Early Life,2024-03,CUST04091
OFF04091,2024-02-16,2024-02-17,2024-03-02,Flat $1 Off Hot Coffee,Frozen Foods,Loyalist,BOGO,Weekly,Expired,2024-02-18,,,4.79,1,0.0,1,1,0,0,Central,,,Silver,Elapsed,2024-02,CUST04092
OFF04092,2024-05-23,2024-05-24,2024-05-31,20% off Carbonated Drinks,Frozen Foods,Loyalist,Cashback,Weekly,Redeemed,2024-05-24,2024-05-25,2024-05-26,3.69,1,0.0,1,0,0,0,South,2.0,Sunday,Gold,Elapsed,2024-05,CUST04093
OFF04093,2024-05-28,2024-05-29,2024-06-12,Buy 2 Get 1 Free on Sodas,Hot Coffee,Lapsed,Discount,Weekly,Redeemed,2024-05-30,2024-05-31,2024-06-02,2.83,1,0.0,0,0,0,0,Central,4.0,Sunday,Silver,In Life,2024-05,CUST04094
OFF04094,2024-04-03,2024-04-04,2024-04-18,Get $2 Off Sweet Snacks Combo,Soft Drinks,Loyalist,Cashback,Weekly,Expired,2024-04-04,2024-04-05,,2.49,1,0.0,1,0,0,0,East,,,Gold,Early Life,2024-04,CUST04095
OFF04095,2024-03-07,2024-03-08,2024-03-22,Buy Hot Coffee and Get 50 Points,Frozen Foods,Loyalist,BOGO,Monthly,Redeemed,2024-03-08,2024-03-09,2024-03-11,1.57,1,3.358569425267994,1,1,1,1,East,3.0,Monday,Brown,Early Life,2024-03,CUST04096
OFF04096,2024-04-06,2024-04-07,2024-04-14,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,New,BOGO,Fortnightly,Expired,2024-04-07,,,5.0,1,0.0,1,0,0,0,Central,,,Silver,In Life,2024-04,CUST04097
OFF04097,2024-06-07,2024-06-08,2024-06-15,Buy Hot Coffee and Get 50 Points,Energy Drinks,Loyalist,Cashback,Fortnightly,Expired,2024-06-08,2024-06-09,,3.63,1,0.0,0,0,0,0,Central,,,Gold,In Life,2024-06,CUST04098
OFF04098,2024-04-29,2024-04-30,2024-05-30,Buy Hot Coffee and Get 50 Points,Hot Coffee,Lapsed,Cashback,Weekly,Redeemed,2024-05-01,2024-05-02,2024-05-03,2.11,0,0.0,1,0,0,0,Central,3.0,Friday,Silver,Elapsed,2024-04,CUST04099
OFF04099,2024-05-21,2024-05-22,2024-06-21,Free Tyre Check with Car Care Service,Energy Drinks,Lapsed,BOGO,Weekly,Redeemed,2024-05-23,2024-05-24,2024-05-26,1.3,1,0.0,0,0,0,0,Central,4.0,Sunday,Brown,Elapsed,2024-05,CUST04100
OFF04100,2024-05-13,2024-05-14,2024-06-13,Get $2 Off Sweet Snacks Combo,Hot Coffee,New,Cashback,Monthly,Expired,2024-05-15,,,4.02,1,8.83799905909647,1,1,1,1,North,,,Gold,In Life,2024-05,CUST04101
OFF04101,2024-06-05,2024-06-06,2024-06-13,Get $2 Cashback on Car Care,Energy Drinks,Loyalist,BOGO,Fortnightly,Redeemed,2024-06-07,2024-06-08,2024-06-09,4.42,1,10.333147110811906,1,1,1,1,North,3.0,Sunday,Silver,Early Life,2024-06,CUST04102
OFF04102,2024-02-06,2024-02-07,2024-02-14,Flat $1 Off Hot Coffee,Car Care,New,BOGO,Weekly,Expired,2024-02-08,2024-02-09,,2.71,1,0.0,1,0,0,0,West,,,Silver,Early Life,2024-02,CUST04103
OFF04103,2024-06-12,2024-06-13,2024-06-20,20% off Carbonated Drinks,Soft Drinks,Loyalist,BOGO,Fortnightly,Redeemed,2024-06-13,2024-06-14,2024-06-15,4.82,1,0.0,1,0,0,0,Central,2.0,Saturday,Platinum,Elapsed,2024-06,CUST04104
OFF04104,2024-04-19,2024-04-20,2024-04-27,Flat $1 Off Hot Coffee,Energy Drinks,New,BOGO,Weekly,Expired,2024-04-21,,,2.31,0,0.0,0,0,0,0,South,,,Platinum,Early Life,2024-04,CUST04105
OFF04105,2024-03-18,2024-03-19,2024-03-26,Get $2 Cashback on Car Care,Soft Drinks,Loyalist,Discount,Monthly,Expired,2024-03-20,2024-03-21,,4.02,1,0.0,1,0,0,0,North,,,Brown,Early Life,2024-03,CUST04106
OFF04106,2024-06-19,2024-06-20,2024-07-04,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Loyalist,BOGO,Fortnightly,Opened,2024-06-20,,,2.05,0,0.0,1,0,0,0,South,,,Silver,In Life,2024-06,CUST04107
OFF04107,2024-04-27,2024-04-28,2024-05-28,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Loyalist,Cashback,Monthly,Expired,2024-04-28,2024-04-29,,2.34,1,5.259010192814641,1,1,1,1,Central,,,Silver,Elapsed,2024-04,CUST04108
OFF04108,2024-02-11,2024-02-12,2024-02-26,Get $2 Cashback on Car Care,Car Care,Lapsed,Discount,Weekly,Redeemed,2024-02-12,2024-02-13,2024-02-14,3.42,1,0.0,1,1,0,0,North,2.0,Wednesday,Brown,Early Life,2024-02,CUST04109
OFF04109,2024-03-14,2024-03-15,2024-04-14,Get $2 Off Sweet Snacks Combo,Grocery,New,BOGO,Weekly,Expired,2024-03-15,2024-03-16,,1.15,1,0.0,1,0,0,0,Central,,,Brown,Early Life,2024-03,CUST04110
OFF04110,2024-05-04,2024-05-05,2024-05-19,Flat $1 off Printer Services,Grocery,Loyalist,BOGO,Weekly,Redeemed,2024-05-06,2024-05-07,2024-05-08,1.84,1,0.0,0,0,0,0,Central,3.0,Wednesday,Silver,Elapsed,2024-05,CUST04111
OFF04111,2024-02-29,2024-03-01,2024-03-08,20% off Carbonated Drinks,Salty Snacks,New,Discount,Fortnightly,Expired,2024-03-01,2024-03-02,,1.71,1,0.0,1,0,0,0,Central,,,Silver,Early Life,2024-02,CUST04112
OFF04112,2024-03-04,2024-03-05,2024-04-04,Buy 2 Get 1 Free on Sodas,Energy Drinks,New,BOGO,Fortnightly,Expired,2024-03-06,,,2.31,1,0.0,1,0,0,0,North,,,Gold,Elapsed,2024-03,CUST04113
OFF04113,2024-02-27,2024-02-28,2024-03-13,Buy 2 Get 1 Free on Sodas,Car Care,Loyalist,BOGO,Fortnightly,Expired,2024-02-28,2024-02-29,,4.11,0,10.16247702603241,1,1,1,1,Central,,,Silver,In Life,2024-02,CUST04114
OFF04114,2024-01-02,2024-01-03,2024-02-02,Buy 1 Get 1 Sweet Snacks Free,Printer Services,New,BOGO,Weekly,Expired,2024-01-03,,,4.63,1,0.0,1,1,0,0,East,,,Gold,Elapsed,2024-01,CUST04115
OFF04115,2024-03-18,2024-03-19,2024-03-26,Get $2 Off Sweet Snacks Combo,Car Care,Lapsed,Cashback,Weekly,Expired,2024-03-19,2024-03-20,,1.05,0,2.44654616817266,1,1,1,1,West,,,Gold,In Life,2024-03,CUST04116
OFF04116,2024-03-11,2024-03-12,2024-03-19,Flat $1 Off Hot Coffee,Sweet Snacks,Loyalist,BOGO,Monthly,Expired,2024-03-13,2024-03-14,,2.03,1,0.0,1,0,0,0,North,,,Gold,Early Life,2024-03,CUST04117
OFF04117,2024-04-29,2024-04-30,2024-05-30,Buy Hot Coffee and Get 50 Points,Frozen Foods,New,BOGO,Weekly,Expired,,,,1.1,1,1.662630549804309,1,1,1,1,Central,,,Silver,In Life,2024-04,CUST04118
OFF04118,2024-01-08,2024-01-09,2024-02-08,20% off Carbonated Drinks,Salty Snacks,Loyalist,Cashback,Weekly,Expired,2024-01-10,2024-01-11,,4.44,0,0.0,0,0,0,0,South,,,Platinum,Early Life,2024-01,CUST04119
OFF04119,2024-06-12,2024-06-13,2024-06-20,Flat $1 off Printer Services,Grocery,Lapsed,Cashback,Weekly,Redeemed,2024-06-14,2024-06-15,2024-06-17,1.79,0,0.0,1,0,0,0,Central,4.0,Monday,Silver,In Life,2024-06,CUST04120
OFF04120,2024-01-13,2024-01-14,2024-01-21,Flat $1 Off Hot Coffee,Printer Services,Lapsed,Discount,Fortnightly,Expired,2024-01-14,2024-01-15,,4.08,1,6.235937834768184,1,1,1,1,South,,,Silver,Elapsed,2024-01,CUST04121
OFF04121,2024-02-08,2024-02-09,2024-02-16,Flat $1 Off Hot Coffee,Salty Snacks,New,BOGO,Weekly,Redeemed,2024-02-10,2024-02-11,2024-02-12,1.13,1,0.0,1,1,0,0,Central,3.0,Monday,Silver,Early Life,2024-02,CUST04122
OFF04122,2024-04-11,2024-04-12,2024-04-26,Get $2 Off Sweet Snacks Combo,Energy Drinks,Loyalist,Cashback,Fortnightly,Expired,2024-04-12,2024-04-13,,2.59,1,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-04,CUST04123
OFF04123,2024-03-21,2024-03-22,2024-04-21,Flat $1 off Printer Services,Grocery,Lapsed,Cashback,Fortnightly,Redeemed,2024-03-23,2024-03-24,2024-03-26,2.43,1,5.100123995625738,1,1,1,1,Central,4.0,Tuesday,Brown,In Life,2024-03,CUST04124
OFF04124,2024-01-06,2024-01-07,2024-01-14,20% off Carbonated Drinks,Printer Services,Loyalist,BOGO,Monthly,Expired,2024-01-07,2024-01-08,,2.32,1,4.346107700753771,1,1,1,1,Central,,,Silver,Elapsed,2024-01,CUST04125
OFF04125,2024-01-19,2024-01-20,2024-02-19,Flat $1 Off Hot Coffee,Hot Coffee,Loyalist,Cashback,Monthly,Expired,2024-01-21,2024-01-22,,3.28,1,7.980418314639096,1,1,1,1,South,,,Brown,Elapsed,2024-01,CUST04126
OFF04126,2024-06-01,2024-06-02,2024-06-16,Flat $1 off Printer Services,Soft Drinks,Loyalist,BOGO,Weekly,Redeemed,2024-06-03,2024-06-04,2024-06-06,2.57,0,0.0,1,0,0,0,Central,4.0,Thursday,Platinum,In Life,2024-06,CUST04127
OFF04127,2024-05-10,2024-05-11,2024-05-25,Free Print Credit on Recharge,Soft Drinks,New,BOGO,Fortnightly,Expired,2024-05-11,,,2.61,1,5.233351421743762,1,1,1,1,Central,,,Gold,In Life,2024-05,CUST04128
OFF04128,2024-04-14,2024-04-15,2024-04-22,Buy 2 Get 1 Free on Sodas,Sweet Snacks,Loyalist,Cashback,Weekly,Expired,2024-04-15,,,1.76,0,0.0,1,1,0,0,Central,,,Brown,Elapsed,2024-04,CUST04129
OFF04129,2024-02-22,2024-02-23,2024-03-24,Flat $1 off Printer Services,Sweet Snacks,Lapsed,BOGO,Weekly,Expired,2024-02-24,2024-02-25,,2.66,1,0.0,1,1,0,0,South,,,Silver,In Life,2024-02,CUST04130
OFF04130,2024-01-28,2024-01-29,2024-02-12,Flat $1 off Printer Services,Car Care,Lapsed,Discount,Weekly,Redeemed,2024-01-30,2024-01-31,2024-02-01,3.96,1,0.0,1,1,0,0,North,3.0,Thursday,Platinum,Elapsed,2024-01,CUST04131
OFF04131,2024-06-02,2024-06-03,2024-07-03,Free Print Credit on Recharge,Sweet Snacks,Loyalist,BOGO,Weekly,Opened,2024-06-04,,,2.29,1,3.560426079821352,1,1,1,1,West,,,Platinum,Early Life,2024-06,CUST04132
OFF04132,2024-02-16,2024-02-17,2024-03-18,Buy Hot Coffee and Get 50 Points,Energy Drinks,Loyalist,Cashback,Weekly,Expired,2024-02-17,,,4.43,0,0.0,1,1,0,0,South,,,Brown,Early Life,2024-02,CUST04133
OFF04133,2024-05-15,2024-05-16,2024-05-23,20% off Carbonated Drinks,Sweet Snacks,New,BOGO,Weekly,Expired,2024-05-16,,,1.66,0,0.0,1,0,0,0,East,,,Gold,Elapsed,2024-05,CUST04134
OFF04134,2024-02-26,2024-02-27,2024-03-12,Flat $1 off Printer Services,Hot Coffee,Loyalist,Cashback,Weekly,Expired,2024-02-28,2024-02-29,,4.39,0,0.0,1,1,0,0,Central,,,Platinum,In Life,2024-02,CUST04135
OFF04135,2024-02-24,2024-02-25,2024-03-10,Flat $1 off Printer Services,Car Care,Loyalist,Cashback,Weekly,Redeemed,2024-02-26,2024-02-27,2024-02-28,3.46,1,5.563481471155686,1,1,1,1,Central,3.0,Wednesday,Silver,In Life,2024-02,CUST04136
OFF04136,2024-03-19,2024-03-20,2024-04-03,Buy Hot Coffee and Get 50 Points,Sweet Snacks,Lapsed,Cashback,Monthly,Redeemed,2024-03-21,2024-03-22,2024-03-23,2.7,0,5.157481912066645,1,1,1,1,North,3.0,Saturday,Platinum,In Life,2024-03,CUST04137
OFF04137,2024-01-01,2024-01-02,2024-02-01,20% off Carbonated Drinks,Hot Coffee,Lapsed,BOGO,Weekly,Expired,,,,1.14,1,0.0,1,1,0,0,Central,,,Platinum,Early Life,2024-01,CUST04138
OFF04138,2024-06-16,2024-06-17,2024-07-01,Get $2 Off Sweet Snacks Combo,Car Care,Loyalist,Cashback,Fortnightly,Sent,,,,1.51,0,0.0,1,1,0,0,West,,,Gold,Early Life,2024-06,CUST04139
OFF04139,2024-01-23,2024-01-24,2024-02-07,Buy Hot Coffee and Get 50 Points,Soft Drinks,Loyalist,Cashback,Weekly,Redeemed,2024-01-24,2024-01-25,2024-01-26,2.66,0,4.072806265983163,1,1,1,1,East,2.0,Friday,Gold,Elapsed,2024-01,CUST04140
OFF04140,2024-02-11,2024-02-12,2024-03-13,Buy 2 Get 1 Free on Sodas,Salty Snacks,Loyalist,BOGO,Weekly,Expired,2024-02-12,,,4.51,0,8.29470454264343,1,1,1,1,Central,,,Brown,Elapsed,2024-02,CUST04141
OFF04141,2024-06-26,2024-06-27,2024-07-11,Free Print Credit on Recharge,Hot Coffee,New,Cashback,Weekly,Activated,2024-06-27,2024-06-28,,4.83,0,11.91927804918502,1,1,1,1,East,,,Platinum,In Life,2024-06,CUST04142
OFF04142,2024-01-04,2024-01-05,2024-01-19,Buy 2 Get 1 Free on Sodas,Energy Drinks,Loyalist,BOGO,Weekly,Expired,2024-01-05,,,4.72,0,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-01,CUST04143
OFF04143,2024-01-08,2024-01-09,2024-02-08,20% off Carbonated Drinks,Salty Snacks,Lapsed,Cashback,Weekly,Expired,2024-01-09,,,2.1,1,3.9181808467092916,1,1,1,1,Central,,,Silver,Elapsed,2024-01,CUST04144
OFF04144,2024-06-12,2024-06-13,2024-06-27,Buy 2 Get 1 Free on Sodas,Energy Drinks,Lapsed,BOGO,Monthly,Expired,2024-06-13,2024-06-14,,2.03,0,4.454331673553694,1,1,1,1,Central,,,Gold,In Life,2024-06,CUST04145
OFF04145,2024-01-10,2024-01-11,2024-01-18,Buy 1 Get 1 Sweet Snacks Free,Soft Drinks,Loyalist,BOGO,Fortnightly,Expired,2024-01-11,2024-01-12,,3.96,0,0.0,1,1,0,0,North,,,Platinum,Elapsed,2024-01,CUST04146
OFF04146,2024-04-25,2024-04-26,2024-05-26,Buy 2 Get 1 Free on Sodas,Energy Drinks,Loyalist,BOGO,Weekly,Redeemed,2024-04-26,2024-04-27,2024-04-29,4.76,1,0.0,1,0,0,0,East,3.0,Monday,Gold,Early Life,2024-04,CUST04147
OFF04147,2024-06-06,2024-06-07,2024-06-21,Get $2 Off Sweet Snacks Combo,Salty Snacks,Lapsed,BOGO,Weekly,Redeemed,2024-06-08,2024-06-09,2024-06-10,1.53,1,0.0,1,0,0,0,Central,3.0,Monday,Brown,Early Life,2024-06,CUST04148
OFF04148,2024-04-09,2024-04-10,2024-04-17,Free Print Credit on Recharge,Hot Coffee,Lapsed,Cashback,Fortnightly,Expired,2024-04-11,2024-04-12,,2.51,1,0.0,1,0,0,0,East,,,Silver,Early Life,2024-04,CUST04149
OFF04149,2024-01-16,2024-01-17,2024-02-16,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Lapsed,BOGO,Weekly,Redeemed,2024-01-17,2024-01-18,2024-01-20,4.35,0,9.879799504925575,1,1,1,1,Central,3.0,Saturday,Gold,Early Life,2024-01,CUST04150
OFF04150,2024-06-06,2024-06-07,2024-06-21,Free Print Credit on Recharge,Hot Coffee,Lapsed,BOGO,Fortnightly,Redeemed,2024-06-07,2024-06-08,2024-06-10,2.97,0,5.446387009927265,1,1,1,1,West,3.0,Monday,Silver,Elapsed,2024-06,CUST04151
OFF04151,2024-03-04,2024-03-05,2024-04-04,Free Print Credit on Recharge,Sweet Snacks,Loyalist,Cashback,Weekly,Expired,2024-03-05,,,4.37,1,0.0,0,0,0,0,West,,,Platinum,In Life,2024-03,CUST04152
OFF04152,2024-04-17,2024-04-18,2024-04-25,Buy 1 Get 1 Sweet Snacks Free,Salty Snacks,Loyalist,Cashback,Fortnightly,Expired,2024-04-18,2024-04-19,,1.47,1,0.0,1,0,0,0,South,,,Platinum,Early Life,2024-04,CUST04153
OFF04153,2024-04-30,2024-05-01,2024-05-31,Flat $1 Off Hot Coffee,Sweet Snacks,New,Discount,Weekly,Redeemed,2024-05-02,2024-05-03,2024-05-04,4.11,1,0.0,1,1,0,0,North,3.0,Saturday,Silver,In Life,2024-04,CUST04154
OFF04154,2024-05-18,2024-05-19,2024-06-02,Free Tyre Check with Car Care Service,Car Care,Loyalist,BOGO,Weekly,Redeemed,2024-05-20,2024-05-21,2024-05-22,2.56,0,0.0,0,0,0,0,Central,3.0,Wednesday,Silver,Early Life,2024-05,CUST04155
OFF04155,2024-06-10,2024-06-11,2024-06-18,Buy 2 Get 1 Free on Sodas,Soft Drinks,Lapsed,Discount,Monthly,Expired,2024-06-12,,,3.77,0,0.0,0,0,0,0,Central,,,Brown,Elapsed,2024-06,CUST04156
OFF04156,2024-02-24,2024-02-25,2024-03-26,Free Tyre Check with Car Care Service,Hot Coffee,New,Cashback,Weekly,Expired,2024-02-26,2024-02-27,,2.17,1,0.0,0,0,0,0,North,,,Gold,Early Life,2024-02,CUST04157
OFF04157,2024-03-23,2024-03-24,2024-04-07,Buy 2 Get 1 Free on Sodas,Soft Drinks,New,BOGO,Monthly,Expired,2024-03-25,2024-03-26,,3.77,1,0.0,1,1,0,0,Central,,,Brown,Elapsed,2024-03,CUST04158
OFF04158,2024-01-04,2024-01-05,2024-01-19,Buy 2 Get 1 Free on Sodas,Grocery,Lapsed,BOGO,Fortnightly,Redeemed,2024-01-05,2024-01-06,2024-01-08,3.81,1,0.0,1,1,0,0,South,3.0,Monday,Gold,Early Life,2024-01,CUST04159
OFF04159,2024-06-25,2024-06-26,2024-07-03,Flat $1 off Printer Services,Hot Coffee,Lapsed,BOGO,Fortnightly,Activated,2024-06-26,2024-06-27,,2.68,0,0.0,1,1,0,0,Central,,,Gold,Early Life,2024-06,CUST04160
OFF04160,2024-02-13,2024-02-14,2024-02-21,Buy 2 Get 1 Free on Sodas,Soft Drinks,New,Cashback,Monthly,Expired,2024-02-14,,,4.88,0,0.0,1,0,0,0,North,,,Silver,Elapsed,2024-02,CUST04161
OFF04161,2024-06-07,2024-06-08,2024-07-08,20% off Carbonated Drinks,Hot Coffee,Loyalist,Discount,Weekly,Redeemed,2024-06-08,2024-06-09,2024-06-11,1.0,1,0.0,1,0,0,0,South,3.0,Tuesday,Brown,In Life,2024-06,CUST04162
OFF04162,2024-02-17,2024-02-18,2024-03-03,Buy 1 Get 1 Sweet Snacks Free,Car Care,Lapsed,Cashback,Weekly,Expired,2024-02-19,2024-02-20,,3.7,0,7.453859952113925,1,1,1,1,Central,,,Platinum,In Life,2024-02,CUST04163
OFF04163,2024-04-08,2024-04-09,2024-04-16,Get $2 Cashback on Car Care,Soft Drinks,Loyalist,BOGO,Fortnightly,Expired,,,,4.63,1,0.0,1,1,0,0,East,,,Silver,Early Life,2024-04,CUST04164
OFF04164,2024-04-07,2024-04-08,2024-04-22,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,New,BOGO,Fortnightly,Redeemed,2024-04-09,2024-04-10,2024-04-12,4.43,1,0.0,1,1,0,0,Central,4.0,Friday,Silver,Early Life,2024-04,CUST04165
OFF04165,2024-01-26,2024-01-27,2024-02-26,Buy 2 Get 1 Free on Sodas,Sweet Snacks,Loyalist,BOGO,Fortnightly,Expired,2024-01-28,,,3.26,0,0.0,1,1,0,0,Central,,,Gold,In Life,2024-01,CUST04166
OFF04166,2024-04-12,2024-04-13,2024-04-20,Free Print Credit on Recharge,Frozen Foods,New,BOGO,Monthly,Expired,2024-04-13,,,4.58,1,0.0,1,1,0,0,Central,,,Gold,Elapsed,2024-04,CUST04167
OFF04167,2024-04-06,2024-04-07,2024-05-07,Buy 1 Get 1 Sweet Snacks Free,Sweet Snacks,New,Cashback,Fortnightly,Redeemed,2024-04-08,2024-04-09,2024-04-11,1.43,1,0.0,0,0,0,0,Central,4.0,Thursday,Brown,Early Life,2024-04,CUST04168
OFF04168,2024-01-12,2024-01-13,2024-02-12,Buy 1 Get 1 Sweet Snacks Free,Car Care,New,BOGO,Weekly,Expired,2024-01-13,2024-01-14,,3.17,0,5.823715759265724,1,1,1,1,Central,,,Gold,Elapsed,2024-01,CUST04169
OFF04169,2024-02-14,2024-02-15,2024-02-22,Flat $1 Off Hot Coffee,Hot Coffee,New,Cashback,Fortnightly,Expired,2024-02-16,2024-02-17,,4.93,0,0.0,1,1,0,0,North,,,Brown,In Life,2024-02,CUST04170
OFF04170,2024-05-15,2024-05-16,2024-06-15,Buy 2 Get 1 Free on Sodas,Hot Coffee,New,Cashback,Fortnightly,Redeemed,2024-05-17,2024-05-18,2024-05-20,4.97,1,0.0,0,0,0,0,West,4.0,Monday,Gold,Early Life,2024-05,CUST04171
OFF04171,2024-01-09,2024-01-10,2024-01-24,Free Print Credit on Recharge,Soft Drinks,New,Cashback,Weekly,Expired,2024-01-11,,,3.72,1,0.0,1,1,0,0,West,,,Platinum,In Life,2024-01,CUST04172
OFF04172,2024-01-01,2024-01-02,2024-01-09,Buy 1 Get 1 Sweet Snacks Free,Frozen Foods,New,BOGO,Weekly,Expired,2024-01-02,,,1.67,0,0.0,1,1,0,0,Central,,,Brown,In Life,2024-01,CUST04173
OFF04173,2024-05-12,2024-05-13,2024-05-27,Buy 1 Get 1 Sweet Snacks Free,Sweet Snacks,Loyalist,BOGO,Fortnightly,Expired,2024-05-14,,,1.45,1,0.0,0,0,0,0,West,,,Platinum,Elapsed,2024-05,CUST04174
OFF04174,2024-03-11,2024-03-12,2024-04-11,Flat $1 off Printer Services,Car Care,Lapsed,BOGO,Fortnightly,Expired,2024-03-12,,,4.69,1,0.0,0,0,0,0,West,,,Platinum,Elapsed,2024-03,CUST04175
OFF04175,2024-02-23,2024-02-24,2024-03-02,Buy 2 Get 1 Free on Sodas,Hot Coffee,Lapsed,Cashback,Monthly,Redeemed,2024-02-24,2024-02-25,2024-02-26,4.52,1,0.0,1,1,0,0,Central,2.0,Monday,Silver,Elapsed,2024-02,CUST04176
OFF04176,2024-04-13,2024-04-14,2024-04-28,Buy Hot Coffee and Get 50 Points,Hot Coffee,New,Discount,Fortnightly,Redeemed,2024-04-14,2024-04-15,2024-04-17,2.26,1,0.0,1,1,0,0,West,3.0,Wednesday,Brown,Elapsed,2024-04,CUST04177
OFF04177,2024-05-31,2024-06-01,2024-06-15,Buy 1 Get 1 Sweet Snacks Free,Frozen Foods,Lapsed,Cashback,Fortnightly,Expired,2024-06-02,2024-06-03,,4.73,1,0.0,1,1,0,0,West,,,Gold,Early Life,2024-05,CUST04178
